[Header Info Signal 1 COLT 3.0]
"champor_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  17:51    ,210420_Ring21_liq_sync.M,7
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",2474888,15.587,0.00
"RI_1066_unknown_monoterpen EIC",26394,15.590,0.00
"RI_1066_unknown_monoterpen SIM",1268032,15.589,0.00
"sabinene_hydrate_E TIC",2002793,15.810,0.00
"sabinene_hydrate_E EIC",116915,15.815,0.00
"sabinene_hydrate_E SIM",1542533,15.589,0.00
"acetophenone TIC",284019,15.889,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",314492,16.372,0.00
"nonanal EIC",444693,16.293,0.00
"RI_1118_unknown TIC",974205,16.495,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",966352,16.495,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",499054,16.647,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",193539,17.658,0.00
"borneol EIC",7704,17.682,0.00
"dodecane TIC",816235,17.840,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",529438,17.905,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",162341,17.906,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",4832805,18.970,0.00
"RI_1302_unknown TIC",568448,19.367,0.00
"RI_1312_unknown TIC",383237,19.492,0.00
"1-Bromo-Decane TIC",110712,20.059,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",87596,20.232,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",210418,20.352,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",270908,20.439,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",396707,20.759,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",371154,21.358,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",11424,21.358,0.00
"RI_1504_unknown_sesquiterpene TIC",6223550,22.034,0.00
"RI_1504_unknown_sesquiterpene EIC",1132,22.168,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",459568,22.195,0.00
"RI_1514_unknown EIC",37674,22.274,0.00
"RI_1520_unknown_sesquiterpene TIC",991997,22.273,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",43436,22.198,0.00
"RI_1536_unknown TIC",4906734,22.471,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",57307,22.683,0.00
"farnesen_a EIC",5949,22.753,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"hexacetate_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  16:36    ,210420_Ring21_liq_sync.M,6
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"hexacetate_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
23 Apr 2021  16:36    ,210420_Ring21_liq_sync.M,6
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",0,0.000,0.00
"pinene_a SIM",0,0.000,0.00
"RI_960_unknown_monoterpene TIC",-17967,13.706,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",66622,13.706,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",490402,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",3786,14.082,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",111114294,14.482,0.00
"decane EIC",48967501,14.482,0.00
"hexyl_acetate TIC",220126894,14.482,0.00
"hexyl_acetate EIC",75794352,14.482,0.00
"methyldecane_2 TIC",0,0.000,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",0,0.000,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",2336392,15.587,0.00
"RI_1066_unknown_monoterpen EIC",21898,15.591,0.00
"RI_1066_unknown_monoterpen SIM",1235894,15.590,0.00
"sabinene_hydrate_E TIC",2007424,15.809,0.00
"sabinene_hydrate_E EIC",100156,15.816,0.00
"sabinene_hydrate_E SIM",1664838,15.591,0.00
"acetophenone TIC",261793,15.888,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",297890,16.371,0.00
"nonanal EIC",468677,16.292,0.00
"RI_1118_unknown TIC",783063,16.496,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",823705,16.496,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",1014813,16.648,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",237523,17.660,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",563252,17.913,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",210662,17.912,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",3910075,18.977,0.00
"RI_1302_unknown TIC",1771026,19.314,0.00
"RI_1312_unknown TIC",227845,19.516,0.00
"1-Bromo-Decane TIC",247092,20.126,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",39963,20.480,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",610014,22.054,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",172214,22.159,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",95529,22.224,0.00
"RI_1520_unknown_sesquiterpene EIC",3323,22.368,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",4374014,22.500,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",901251,22.632,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"mix5_std_start_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
22 Apr 2021  14:02    ,210420_Ring21_liq_sync.M,1
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"mix5_std_start_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
22 Apr 2021  14:02    ,210420_Ring21_liq_sync.M,1
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",506844,13.107,0.00
"RI_933_unknown_monoterpene EIC",202739,13.108,0.00
"RI_933_unknown_monoterpene SIM",258569,13.109,0.00
"pinene_a TIC",219805762,13.305,0.00
"pinene_a EIC",65572271,13.305,0.00
"pinene_a SIM",71000202,13.308,0.00
"RI_960_unknown_monoterpene TIC",1581120,13.665,0.00
"RI_960_unknown_monoterpene EIC",302522,13.666,0.00
"RI_960_unknown_monoterpene SIM",519209,13.667,0.00
"camphene TIC",1749520,13.665,0.00
"camphene EIC",87500,13.663,0.00
"camphene SIM",729412,13.667,0.00
"RI_975_unknown_monoterpene TIC",2613397,13.926,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",27382,14.062,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",28484,14.062,0.00
"6-methyl-5-hepten-2-one TIC",53419,14.205,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",90923,14.205,0.00
"sabinene_1 EIC",23069,14.213,0.00
"sabinene_1 SIM",23468,14.205,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",17814,14.318,0.00
"mycrene SIM",20537,14.205,0.00
"decane TIC",83465104,14.481,0.00
"decane EIC",29575936,14.481,0.00
"hexyl_acetate TIC",128175488,14.481,0.00
"hexyl_acetate EIC",44870217,14.481,0.00
"methyldecane_2 TIC",0,0.000,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",0,0.000,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",-20187134,15.004,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",265701285,15.004,0.00
"cymene_p EIC",122829291,15.004,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",243292,15.101,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",2140411,15.579,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",1271855,15.581,0.00
"sabinene_hydrate_E TIC",1863827,15.809,0.00
"sabinene_hydrate_E EIC",128794,15.811,0.00
"sabinene_hydrate_E SIM",1442013,15.582,0.00
"acetophenone TIC",378297,15.887,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",283953,16.368,0.00
"nonanal EIC",464011,16.290,0.00
"RI_1118_unknown TIC",1466128,16.516,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",1305635,16.515,0.00
"thujone_a EIC",48014,16.516,0.00
"thujone_b TIC",356511,16.714,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",259845751,17.253,0.00
"champhor EIC",47795795,17.253,0.00
"borneol TIC",523936,17.649,0.00
"borneol EIC",158369,17.647,0.00
"dodecane TIC",157582,17.824,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",694802,17.899,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",0,0.000,0.00
"decanal EIC",17655,17.903,0.00
"RI_1276_unknown TIC",5009497,18.954,0.00
"RI_1302_unknown TIC",384986,19.346,0.00
"RI_1312_unknown TIC",410391,19.469,0.00
"1-Bromo-Decane TIC",0,0.000,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",115034,20.204,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",14025,20.207,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",78383,20.470,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",1150129,20.671,0.00
"RI_1404_unknown_sesquiterpene EIC",190753,20.671,0.00
"RI_1404_unknown_sesquiterpene SIM",253513,20.673,0.00
"RI_1414_unknown_sesquiterpene TIC",105192,20.821,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",261973093,21.346,0.00
"caryophyllene_b EIC",19178130,21.346,0.00
"caryophyllene_b SIM",25627600,21.348,0.00
"RI_1504_unknown_sesquiterpene TIC",760591,22.037,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",350620,22.207,0.00
"RI_1514_unknown EIC",56388,22.274,0.00
"RI_1520_unknown_sesquiterpene TIC",1238215,22.282,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",29447,22.273,0.00
"RI_1536_unknown TIC",4293891,22.483,0.00
"RI_1536_unknown EIC",505,22.327,0.00
"farnesen_a TIC",1362153,22.612,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"mix5_std_start_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
22 Apr 2021  14:43    ,210420_Ring21_liq_sync.M,1
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"mix5_std_start_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
22 Apr 2021  14:43    ,210420_Ring21_liq_sync.M,1
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",510672,13.108,0.00
"RI_933_unknown_monoterpene EIC",200979,13.110,0.00
"RI_933_unknown_monoterpene SIM",264484,13.109,0.00
"pinene_a TIC",230359934,13.305,0.00
"pinene_a EIC",64271893,13.305,0.00
"pinene_a SIM",76830476,13.303,0.00
"RI_960_unknown_monoterpene TIC",1688815,13.664,0.00
"RI_960_unknown_monoterpene EIC",299040,13.664,0.00
"RI_960_unknown_monoterpene SIM",534246,13.666,0.00
"camphene TIC",1878153,13.664,0.00
"camphene EIC",93494,13.664,0.00
"camphene SIM",738558,13.666,0.00
"RI_975_unknown_monoterpene TIC",1903408,13.925,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",24886,14.064,0.00
"sabinene SIM",25855,14.065,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",24793,14.064,0.00
"pinene_b SIM",27580,14.065,0.00
"6-methyl-5-hepten-2-one TIC",74291,14.199,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",71065,14.199,0.00
"sabinene_1 EIC",21291,14.203,0.00
"sabinene_1 SIM",25267,14.205,0.00
"mycrene TIC",19774,14.274,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",22355,14.205,0.00
"decane TIC",83163198,14.481,0.00
"decane EIC",29920542,14.481,0.00
"hexyl_acetate TIC",127712900,14.481,0.00
"hexyl_acetate EIC",44801379,14.481,0.00
"methyldecane_2 TIC",0,0.000,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",0,0.000,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",-17739035,15.004,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",270620645,15.004,0.00
"cymene_p EIC",125022442,15.004,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",247361,15.104,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",2121475,15.581,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",1261228,15.583,0.00
"sabinene_hydrate_E TIC",1932916,15.809,0.00
"sabinene_hydrate_E EIC",115047,15.812,0.00
"sabinene_hydrate_E SIM",1442599,15.583,0.00
"acetophenone TIC",366192,15.889,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",249443,16.369,0.00
"nonanal EIC",475741,16.291,0.00
"RI_1118_unknown TIC",1408053,16.518,0.00
"RI_1118_unknown EIC",20733,16.522,0.00
"thujone_a TIC",1224358,16.517,0.00
"thujone_a EIC",49115,16.518,0.00
"thujone_b TIC",287249,16.715,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",266042238,17.253,0.00
"champhor EIC",48481363,17.253,0.00
"borneol TIC",480391,17.651,0.00
"borneol EIC",150110,17.648,0.00
"dodecane TIC",139334,17.823,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",588337,17.900,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",0,0.000,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",4938552,18.955,0.00
"RI_1302_unknown TIC",828050,19.344,0.00
"RI_1312_unknown TIC",404682,19.473,0.00
"1-Bromo-Decane TIC",-3518,20.202,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",12841,20.207,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",964252,20.671,0.00
"RI_1404_unknown_sesquiterpene EIC",181686,20.672,0.00
"RI_1404_unknown_sesquiterpene SIM",251685,20.673,0.00
"RI_1414_unknown_sesquiterpene TIC",116742,20.804,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",265044524,21.347,0.00
"caryophyllene_b EIC",19569153,21.347,0.00
"caryophyllene_b SIM",26123435,21.348,0.00
"RI_1504_unknown_sesquiterpene TIC",678191,22.041,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",272474,22.146,0.00
"RI_1514_unknown EIC",27930,22.288,0.00
"RI_1520_unknown_sesquiterpene TIC",1147801,22.287,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",19332,22.304,0.00
"RI_1536_unknown TIC",4161688,22.490,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",1217742,22.619,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"pinene_a_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  23:53    ,210420_Ring21_liq_sync.M,11
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"pinene_a_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\"
23 Apr 2021  23:53    ,210420_Ring21_liq_sync.M,11
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",266901,13.109,0.00
"RI_933_unknown_monoterpene EIC",102047,13.110,0.00
"RI_933_unknown_monoterpene SIM",121849,13.112,0.00
"pinene_a TIC",107475806,13.305,0.00
"pinene_a EIC",28819700,13.305,0.00
"pinene_a SIM",36412588,13.303,0.00
"RI_960_unknown_monoterpene TIC",741936,13.667,0.00
"RI_960_unknown_monoterpene EIC",136366,13.666,0.00
"RI_960_unknown_monoterpene SIM",304672,13.669,0.00
"camphene TIC",918261,13.667,0.00
"camphene EIC",47479,13.668,0.00
"camphene SIM",376035,13.669,0.00
"RI_975_unknown_monoterpene TIC",489475,13.928,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",16880,14.075,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",19899,14.075,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",93957,14.209,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",68520,14.208,0.00
"sabinene_1 EIC",33346,14.204,0.00
"sabinene_1 SIM",38571,14.207,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",40412,14.204,0.00
"mycrene SIM",36270,14.207,0.00
"decane TIC",66222,14.494,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",120241,14.494,0.00
"hexyl_acetate EIC",28621,14.577,0.00
"methyldecane_2 TIC",160255,14.580,0.00
"methyldecane_2 EIC",18218,14.578,0.00
"RI_1019_unknown_monoterpene TIC",37883,14.753,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",52615,15.147,0.00
"limonene EIC",18837,15.151,0.00
"limonene SIM",51270,15.154,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",52203,15.154,0.00
"RI_1066_unknown_monoterpen TIC",0,0.000,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",617962,15.614,0.00
"sabinene_hydrate_E TIC",2013097,15.815,0.00
"sabinene_hydrate_E EIC",78846,15.816,0.00
"sabinene_hydrate_E SIM",1482024,15.615,0.00
"acetophenone TIC",197330,15.892,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",245843,16.379,0.00
"nonanal EIC",448377,16.295,0.00
"RI_1118_unknown TIC",998265,16.499,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",761780,16.498,0.00
"thujone_a EIC",15359,16.492,0.00
"thujone_b TIC",643763,16.652,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",3635,17.615,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",298755,17.920,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",423178,17.920,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",4399565,18.977,0.00
"RI_1302_unknown TIC",2161774,19.305,0.00
"RI_1312_unknown TIC",456582,19.503,0.00
"1-Bromo-Decane TIC",428269,20.078,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",17157,20.300,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",83459,20.458,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",89451,20.734,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",16902,20.880,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",27415,21.368,0.00
